(-2.29052,-1.41029), (-1.65156,-1.54756), (0.555912,-1.59191), (0.581217,1.51962), (-0.518097,1.4681), (1.48407,-0.489529), (-1.5055,0.500823), (-0.502381,-1.50855), (-1.51543,1.49443), (-1.5143,-1.5091), (1.50593,1.50467), (1.50638,-1.50513);
(-2.29643,-1.53109), (-1.64127,-1.44406), (0.581217,1.51962), (0.552999,-1.54126), (-0.518097,1.4681), (1.48407,-0.489529), (-1.5055,0.500823), (-0.502381,-1.50855), (-1.51543,1.49443), (-1.5143,-1.5091), (1.50593,1.50467), (1.50638,-1.50513);
(-2.2952,-1.488), (-1.6238,-1.44817), (0.556239,1.47929), (0.542555,-1.53331), (-0.524688,1.49143), (1.48407,-0.489529), (-1.5055,0.500823), (-0.502381,-1.50855), (-1.51045,1.49883), (-1.5143,-1.5091), (1.50593,1.50467), (1.50638,-1.50513);
(0.650018,1.55462), (0.556239,1.47929), (-1.61415,-1.4676), (1.52068,-0.504958), (0.505185,-1.51568), (-0.496768,1.50163), (-1.5055,0.500823), (-0.502381,-1.50855), (-1.51045,1.49883), (-1.5143,-1.5091), (1.50593,1.50467), (1.50638,-1.50513);
(-1.60973,-2.28951), (-0.552258,-0.577693), (-1.61415,-1.4676), (0.501213,1.54748), (1.52068,-0.504958), (-0.496768,1.50163), (-1.5055,0.500823), (-0.502381,-1.50855), (-1.51045,1.49883), (-1.5143,-1.5091), (1.50593,1.50467), (1.50638,-1.50513);
(-0.5242,-0.579872), (-0.545211,-1.62184), (-1.49085,-2.2977), (-1.51128,-0.416794), (0.501213,1.54748), (1.51038,-0.510369), (-1.5055,0.500823), (-0.502381,-1.50855), (-1.51045,1.49883), (-1.5143,-1.5091), (1.50593,1.50467), (1.50638,-1.50513);
(-0.528917,-1.60547), (-1.53147,-1.64837), (-1.49489,-0.420426), (0.507044,-1.54975), (0.519828,1.53744), (1.51038,-0.510369), (-1.5055,0.500823), (-0.502381,-1.50855), (-1.50746,1.51686), (-1.5143,-1.5091), (1.50593,1.50467), (1.50638,-1.50513);
(1.37272,-2.28246), (0.586252,1.44844), (-0.41618,-1.45854), (-1.47049,-0.467776), (0.519828,1.53744), (-1.5371,0.50508), (0.490371,-1.52935), (1.51038,-0.510369), (-1.50746,1.51686), (-1.5143,-1.5091), (1.50593,1.50467), (1.50638,-1.50513);
(0.580509,1.54373), (-0.457508,-1.45368), (-1.47049,-0.467776), (-1.44319,-1.41526), (-1.5371,0.50508), (0.487756,-1.52153), (1.51038,-0.510369), (-1.4873,1.41612), (-1.50746,1.51686), (-1.5143,-1.5091), (1.50593,1.50467), (1.50638,-1.50513);
(0.358361,1.52212), (0.580509,1.54373), (-1.47381,-0.474072), (-0.487182,-1.48338), (-1.54747,-1.41034), (0.514459,-1.51753), (1.51038,-0.510369), (-1.47082,1.42274), (-1.50746,1.51686), (-1.50861,-1.50359), (1.50593,1.50467), (1.50638,-1.50513);
(-2.29455,-0.438828), (-2.27801,-1.4648), (0.432517,1.52476), (-1.47381,-0.474072), (-0.487182,-1.48338), (0.514459,-1.51753), (1.51476,-0.502713), (-1.47082,1.42274), (-1.50746,1.51686), (-1.50861,-1.50359), (1.50593,1.50467), (1.50638,-1.50513);
(-0.471797,0.634889), (-1.68459,1.4333), (-2.28567,1.58647), (-2.29322,-1.58867), (0.551722,1.50186), (-0.487182,-1.48338), (0.510077,-1.50905), (1.50688,-0.505156), (-1.5141,1.51163), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871);
(-1.31488,-1.44934), (-1.68009,1.43648), (-2.28567,1.58647), (-1.55219,0.435155), (0.551722,1.50186), (-0.492155,-1.54054), (0.502892,-1.50313), (1.50688,-0.505156), (-1.5141,1.51163), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871);
(1.60678,-1.35803), (-1.68713,1.48144), (-1.36393,-1.45299), (0.551722,1.50186), (-1.53509,0.468974), (-0.489331,-1.51459), (0.502892,-1.50313), (1.50688,-0.505156), (-1.51147,1.50545), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871);
(-0.591335,1.55255), (-1.38395,-1.46502), (-1.51249,-1.39869), (0.515087,1.54018), (-1.51151,0.474375), (-0.489331,-1.51459), (0.502892,-1.50313), (1.50688,-0.505156), (-1.51147,1.50545), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871);
(0.435827,-1.34654), (-1.38395,-1.46502), (-1.57958,-0.514278), (-1.51151,0.474375), (0.503123,1.53043), (-0.489331,-1.51459), (0.502892,-1.50313), (1.50688,-0.505156), (-1.51147,1.50545), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871);
(-2.29704,-1.3263), (0.543566,-1.32864), (-0.374954,0.448357), (0.470709,-2.27758), (0.438787,-1.36925), (-1.38395,-1.46502), (1.50688,-0.505156), (-1.50838,0.504011), (-1.51147,1.50545), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871);
(-1.51261,-1.2964), (0.564986,-2.28916), (-1.47838,0.343439), (-1.57803,-2.28745), (0.43179,-1.39139), (0.56487,-1.39824), (-1.38631,-1.53717), (-1.50838,0.504011), (-1.51147,1.50545), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871);
(-2.2891,-0.486998), (0.48232,-2.29263), (-1.57803,-2.28745), (0.410063,-1.52376), (-1.58427,0.474199), (-1.47424,0.429435), (0.538265,-1.43766), (-1.41362,-1.45414), (-1.51147,1.50545), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871);
(-2.29693,0.593679), (0.48232,-2.29263), (-2.29281,-0.483824), (-0.495568,-1.36298), (-1.58167,-2.29779), (-1.57415,0.480211), (-1.41362,-1.45414), (0.535891,-1.52007), (-1.51147,1.50545), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871);
(0.604302,0.467737), (-1.66768,-1.58464), (-1.56968,-2.29279), (-2.2978,-1.52932), (-1.50702,0.453326), (-0.524374,-1.54989), (0.535891,-1.52007), (-1.40509,-1.4867), (-1.51147,1.50545), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871);
(0.547565,-1.36607), (-1.66768,-1.58464), (-0.588288,-1.40385), (-1.56968,-2.29279), (-2.2978,-1.52932), (0.490378,-0.496693), (-1.50102,0.455807), (-0.500681,-1.52603), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871), (-1.50841,1.50758);
(-0.433068,0.461337), (-1.60374,-0.57467), (-1.54916,-2.2955), (-2.2978,-1.52932), (0.501898,-0.505892), (0.505821,-1.54417), (-1.50779,0.523845), (-0.500681,-1.52603), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871), (-1.50841,1.50758);
(-0.473321,1.35272), (-0.392519,-1.42652), (-2.2978,-1.52932), (-1.55379,-0.427349), (0.505821,-1.54417), (1.48015,-0.510974), (-0.500681,-1.52603), (-1.50162,0.512335), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871), (-1.50841,1.50758);
(-0.46862,1.37182), (-1.47205,0.379124), (-0.388683,-1.55104), (-2.2978,-1.52932), (-1.55379,-0.427349), (0.505821,-1.54417), (1.50314,-0.517739), (-1.49853,0.503399), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871), (-1.50841,1.50758);
(0.449954,-1.60379), (-2.2978,-1.52932), (-0.475656,1.41349), (-1.40639,-1.56418), (-1.54485,-0.512907), (1.50566,-0.493126), (-1.49853,0.503399), (0.497037,-1.51093), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871), (-1.50841,1.50758);
(0.449954,-1.60379), (-2.2978,-1.52932), (-0.467236,1.57229), (-1.49853,0.503399), (-1.50091,-0.506024), (0.497037,-1.51093), (1.50769,-0.497479), (-1.58097,-1.57514), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871), (-1.50841,1.50758);
(-1.38958,-0.411736), (-0.442401,-0.42573), (-0.55067,-1.47806), (-0.460696,1.54353), (-1.40203,-1.51627), (-1.49853,0.503399), (-1.50091,-0.506024), (0.497037,-1.51093), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871), (-1.50841,1.50758);
(0.574526,0.444278), (2.31294,-0.46259), (-0.43953,-0.45417), (-2.28558,1.52193), (-1.36516,1.49905), (-0.460696,1.54353), (-0.463416,-1.482), (0.50323,-1.50645), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871), (-1.50841,1.50758);
(-0.436616,-0.477076), (0.462859,0.447852), (-2.28558,1.52193), (-0.460696,1.54353), (-0.497125,-1.55394), (1.51265,-0.460426), (0.50323,-1.50645), (-1.40845,1.52169), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871), (-1.50841,1.50758);
(-1.47443,0.603688), (-0.515844,-0.49787), (-1.5608,-0.585594), (-0.501208,-1.54434), (-0.481872,1.48356), (1.52143,-0.527641), (0.50323,-1.50645), (-1.40845,1.52169), (1.50593,1.50467), (1.50638,-1.50513), (-1.50575,-1.50871), (-1.50841,1.50758);
(-1.37759,0.425361), (-1.49205,-2.27246), (-1.56309,-0.492971), (-1.48154,0.520449), (1.52143,-0.527641), (-0.496078,1.51882), (-0.506517,-1.51244), (0.50323,-1.50645), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(0.578713,-0.499171), (-1.38301,0.490569), (-1.50097,-0.457943), (1.52143,-0.527641), (-1.5201,0.513103), (-0.496078,1.51882), (-0.506517,-1.51244), (0.50323,-1.50645), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(0.562952,-0.491138), (-1.42734,1.63625), (1.52143,-0.527641), (-0.496078,1.51882), (-1.51678,0.50966), (-0.506517,-1.51244), (0.50323,-1.50645), (-1.49614,1.40603), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(0.542905,-0.522454), (-1.45972,1.63416), (1.52143,-0.527641), (-1.51678,0.50966), (-0.502092,1.49961), (-0.506517,-1.51244), (0.50323,-1.50645), (-1.49614,1.40603), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(-2.29733,-1.36999), (0.537062,0.507416), (-1.3854,-1.50423), (1.52143,-0.527641), (-1.50433,0.5122), (-0.502092,1.49961), (-0.506517,-1.51244), (0.50323,-1.50645), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(-1.40642,0.419424), (0.537062,0.507416), (-1.58752,-0.498494), (-1.62154,-1.52431), (1.5188,-0.505868), (-1.50433,0.5122), (-0.502092,1.49961), (-0.506517,-1.51244), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(1.38893,-0.356438), (-2.3,-2.3), (-1.56682,-2.29352), (-1.47304,0.406782), (1.4882,0.443559), (1.5188,-0.505868), (-1.50433,0.5122), (-0.506517,-1.51244), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(1.50199,0.69407), (1.38062,-0.3753), (-2.3,-2.3), (-1.31052,-1.46369), (1.51681,-0.49789), (-1.50433,0.5122), (1.51416,0.505723), (-0.506517,-1.51244), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(-2.3,-2.3), (1.47331,-1.3449), (0.490625,-0.502462), (1.41762,-0.470776), (1.51681,-0.49789), (1.51416,0.505723), (-0.506517,-1.51244), (-1.50809,-0.507083), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(-2.29756,0.386534), (-1.29745,-1.44809), (-2.3,-2.3), (-0.432915,-2.28923), (-2.29646,0.534182), (1.51181,-1.38485), (1.50795,-0.494862), (1.51416,0.505723), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(-0.520964,-2.2976), (0.583526,0.4387), (-0.450185,0.41557), (0.53533,0.585357), (-1.50376,-2.29679), (-1.40439,-1.45613), (-1.48871,0.541262), (1.51131,0.50235), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(-2.29737,0.493885), (-0.447573,0.417875), (0.514871,0.596347), (0.480005,0.484248), (-1.40439,-1.45613), (-1.50108,0.544452), (1.51131,0.50235), (-1.61012,-1.50846), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(-1.31364,1.49801), (0.661554,-1.53088), (-0.464036,0.509998), (-2.29433,-1.51676), (0.527336,0.493384), (-0.504856,-1.43525), (-1.47232,0.510669), (1.51131,0.50235), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(1.45981,-1.30762), (-1.49974,-0.337979), (-1.52456,-2.29358), (-0.464036,0.509998), (0.527336,0.493384), (-1.50542,-0.594723), (1.51131,0.50235), (-1.41214,-1.47229), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(-0.500326,-2.28849), (-2.29769,-0.472078), (-1.34444,-1.47602), (-0.464036,0.509998), (-1.54616,0.422006), (-1.50925,-1.38724), (-1.50223,-0.492573), (1.51131,0.50235), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(-0.621476,-1.589), (-1.56148,-2.28744), (-0.383595,-1.52604), (-1.54616,0.422006), (-1.43271,0.47452), (-1.5072,-1.39199), (-1.50223,-0.492573), (1.51131,0.50235), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(-0.599044,-0.515407), (-0.409866,-1.48997), (-0.580269,-1.50983), (0.426803,-1.50596), (-1.51964,0.42891), (-1.5072,-1.39199), (-1.50223,-0.492573), (1.51131,0.50235), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(-0.423516,-0.479541), (-2.28194,-1.49791), (-0.409866,-1.48997), (0.441289,-1.5087), (-1.5072,-1.39199), (-0.549738,-1.51381), (-1.52199,0.500199), (1.51131,0.50235), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(-1.70246,0.581156), (-0.619374,-0.613667), (0.460848,-2.2975), (-0.423516,-0.479541), (0.454447,-1.53375), (-0.501946,-1.49263), (-1.51195,0.492533), (1.51131,0.50235), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(-0.526014,-1.36258), (1.41948,-1.35191), (-0.423516,-0.479541), (-1.41553,-0.484301), (0.50978,-1.52942), (-0.501946,-1.49263), (-1.51439,0.502254), (1.51131,0.50235), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(0.606614,-1.46349), (1.40245,-1.40009), (-1.41553,-0.484301), (1.50644,-0.477265), (0.489615,-1.49999), (-0.49729,-1.51201), (-1.50646,0.507995), (1.50867,0.504602), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(0.638669,-0.419378), (-2.3,-2.3), (0.583735,-1.45712), (-1.41553,-0.484301), (0.489615,-1.49999), (1.504,-0.490146), (-0.49729,-1.51201), (-1.50646,0.507995), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(-2.26783,1.41337), (0.553234,-0.466327), (-1.59565,-0.427329), (-1.47017,-0.455721), (0.489615,-1.49999), (1.504,-0.490146), (-0.49729,-1.51201), (-1.50646,0.507995), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(0.558235,-0.475946), (-0.536133,1.41774), (-1.59197,-0.54157), (-1.49233,-0.458149), (0.489615,-1.49999), (-0.49729,-1.51201), (-1.50646,0.507995), (1.50679,-0.503869), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(0.680321,-1.50541), (0.592816,0.579095), (-0.536133,1.41774), (-1.50636,-0.538699), (0.489615,-1.49999), (-0.49729,-1.51201), (-1.50646,0.507995), (1.50679,-0.503869), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(0.509112,0.575278), (-2.29242,1.47272), (-1.47746,-2.29174), (-0.52678,1.44722), (-1.52639,-0.5243), (-0.49729,-1.51201), (-1.50646,0.507995), (1.50679,-0.503869), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(-1.49363,-2.29462), (-1.41595,-0.494132), (-0.52678,1.44722), (0.461908,-1.54748), (-1.51683,-0.51257), (-0.49729,-1.51201), (-1.50646,0.507995), (1.50679,-0.503869), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(1.54049,-2.29379), (-1.49363,-2.29462), (0.518396,-1.49543), (-1.51683,-0.51257), (-0.496139,1.51333), (-0.49729,-1.51201), (-1.50646,0.507995), (1.50679,-0.503869), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(1.54049,-2.29379), (-1.49363,-2.29462), (-1.37398,-1.50062), (0.520761,-1.51459), (-1.51683,-0.51257), (-0.49729,-1.51201), (-1.5028,0.503044), (1.50679,-0.503869), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(1.54049,-2.29379), (-1.49363,-2.29462), (-1.3883,-1.4698), (0.520761,-1.51459), (-1.49839,-0.510359), (-0.49729,-1.51201), (-1.5028,0.503044), (1.50679,-0.503869), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(1.47346,0.655705), (-0.550557,0.597107), (1.54049,-2.29379), (-1.50437,-2.29904), (-1.3883,-1.4698), (0.520761,-1.51459), (-1.49839,-0.510359), (-0.49729,-1.51201), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(-2.25856,-1.58293), (-2.29145,-0.445403), (-0.543461,0.432669), (-1.39109,-1.4861), (1.54124,0.541356), (1.60294,-1.55624), (0.515307,-1.51698), (-0.505913,-1.50379), (1.50593,1.50467), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758);
(0.651403,-1.51136), (-0.576367,-0.502527), (0.481813,-0.498017), (-0.553268,1.56618), (1.54124,0.541356), (-1.58995,-1.57998), (0.515307,-1.51698), (-0.505913,-1.50379), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.352511,0.444809), (0.593495,-2.29585), (-2.29727,0.518693), (-0.576367,-0.502527), (0.481813,-0.498017), (-0.553268,1.56618), (0.511414,-1.51905), (-0.505913,-1.50379), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.593495,-2.29585), (-2.29727,0.518693), (-0.449953,0.581573), (0.494273,-0.492874), (-1.41248,-0.509484), (-0.526598,1.55343), (0.511414,-1.51905), (-0.505913,-1.50379), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.523839,-1.64473), (-0.444016,1.60499), (-0.518937,0.539438), (0.500362,-0.502783), (-1.46641,-1.40441), (-0.529925,1.53474), (0.49347,-1.51554), (-0.505913,-1.50379), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.567621,-0.52042), (-0.526109,-1.62447), (-0.524621,0.532428), (-1.57641,-0.504841), (-1.46641,-1.40441), (-0.521956,1.5276), (0.49347,-1.51554), (-0.505913,-1.50379), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.58138,-2.29646), (0.609394,-1.44672), (-0.493263,0.534954), (0.519638,-0.51797), (-1.47143,-0.481903), (-0.51744,1.50471), (0.49347,-1.51554), (-0.50305,-1.51114), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.477016,0.635977), (-1.35014,0.449742), (-0.502359,0.529795), (-1.59556,-0.501536), (-1.47143,-0.481903), (1.50334,-0.540944), (0.505925,-1.51877), (-0.50305,-1.51114), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
