(-2.26472,-1.48951), (-1.36389,0.539179), (0.535907,0.593673), (-0.502359,0.529795), (1.49397,-0.536507), (-1.48363,-0.495812), (0.505925,-1.51877), (-0.50305,-1.51114), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.37316,0.470779), (-0.423166,-0.496419), (-2.29594,-1.46126), (1.49397,-0.536507), (-1.52656,0.475382), (0.505925,-1.51877), (-1.51688,-0.503373), (-0.50305,-1.51114), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.551398,-0.446389), (-0.5094,-1.63669), (-1.59478,-1.43563), (1.51779,-0.534016), (-1.50484,0.472654), (0.505925,-1.51877), (-1.51688,-0.503373), (-0.50305,-1.51114), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.4952,0.368478), (0.551398,-0.446389), (-2.29079,-1.53244), (1.51779,-0.534016), (-1.50484,0.472654), (-0.527753,-1.51856), (-1.51688,-0.503373), (0.502831,-1.51186), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.404948,-1.59495), (-1.50981,0.373845), (0.551398,-0.446389), (-2.29079,-1.53244), (-0.527753,-1.51856), (1.51496,-0.488088), (-1.51688,-0.503373), (-1.50125,0.495935), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.448462,0.565263), (0.551398,-0.446389), (-2.29079,-1.53244), (-0.409772,-1.48044), (-1.60766,-1.42547), (-0.523839,-1.51431), (1.51496,-0.488088), (-1.50125,0.495935), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-2.28789,0.597377), (0.469207,0.640778), (-2.29079,-1.53244), (-0.409772,-1.48044), (-0.453671,1.43091), (-1.60766,-1.42547), (-0.523839,-1.51431), (1.51496,-0.488088), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.612,-1.38181), (-2.29079,-1.53244), (-1.49247,-2.29635), (0.524377,0.494593), (-0.483143,1.43803), (-1.61526,-1.49829), (-0.509129,-1.51637), (1.51029,-0.492283), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.610806,-1.50812), (-1.49247,-2.29635), (-2.29745,-1.5191), (-0.534121,-1.59727), (-0.423599,1.46055), (0.492345,1.53331), (1.56205,1.41796), (1.51029,-0.492283), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.429796,-1.6526), (-0.532647,0.48886), (-0.610806,-1.50812), (-1.49247,-2.29635), (-2.29745,-1.5191), (-0.534121,-1.59727), (0.492345,1.53331), (1.51029,-0.492283), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.56109,-0.324366), (-0.532647,0.48886), (-2.29745,-1.5191), (-0.410102,-1.49321), (-0.53572,-1.50605), (0.525117,1.49561), (-1.51737,-0.515239), (1.51029,-0.492283), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-2.3,-2.3), (-2.28801,0.486234), (0.607097,-1.40054), (-0.532647,0.48886), (0.525117,1.49561), (-1.52044,-0.483541), (-0.495455,-1.48997), (1.51029,-0.492283), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.464614,-1.70314), (-2.3,-2.3), (-2.2937,0.512982), (0.519521,0.566633), (0.525117,1.49561), (-1.52044,-0.483541), (1.51585,-0.50011), (-0.505481,-1.51444), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.36796,-2.29769), (-2.2937,0.512982), (-2.29454,1.4432), (-0.512849,-0.469438), (0.51654,0.506516), (0.525117,1.49561), (1.51585,-0.50011), (-0.505481,-1.51444), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-2.2937,0.512982), (-2.29454,1.4432), (-0.551283,1.40456), (-0.50052,-0.47903), (0.51654,0.506516), (-1.39202,-1.51122), (0.479718,1.50915), (1.51585,-0.50011), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.47312,-1.32738), (-2.29975,0.522102), (-1.35041,-1.45251), (-0.537796,1.4017), (0.518809,-1.41015), (-0.496776,1.60104), (0.484377,1.50537), (1.51585,-0.50011), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.613045,1.42953), (-0.475624,0.580736), (0.518809,-1.41015), (-1.46297,1.61699), (-1.42097,-1.5814), (-0.507012,1.55134), (0.484377,1.50537), (1.51585,-0.50011), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.47955,-1.30849), (-0.481049,0.57477), (0.570314,1.41866), (-1.42302,-1.43401), (-0.500512,1.5437), (0.52218,-1.52359), (-1.40795,1.53392), (1.51267,-0.50875), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.5199,-0.327282), (0.330863,1.52622), (-0.401261,-1.42681), (-0.481049,0.57477), (-1.63549,-0.481464), (0.570314,1.41866), (-0.495254,1.51249), (1.51267,-0.50875), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.514279,-2.29695), (-0.554678,0.536062), (0.576251,1.58109), (0.56732,1.43329), (-0.542924,-1.42429), (1.50843,1.61332), (-0.495254,1.51249), (1.51267,-0.50875), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.567605,-2.29374), (-1.43049,-0.617194), (-0.549838,1.40909), (-1.51922,-0.441045), (0.516289,1.47462), (1.51267,-0.50875), (-0.509181,-1.50629), (-0.502702,1.50851), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.545326,-0.538988), (-1.42006,-0.573187), (-1.52903,-0.463452), (1.48643,0.469599), (0.516289,1.47462), (1.51267,-0.50875), (-0.501005,-1.51064), (-0.502702,1.50851), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.35143,1.43963), (0.499762,-0.531219), (0.516289,1.47462), (1.48905,0.521851), (-1.52508,-0.520002), (1.51267,-0.50875), (-0.501005,-1.51064), (-0.502702,1.50851), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.43825,0.512369), (-1.52508,-0.520002), (1.51568,0.48267), (-1.4225,1.44901), (0.513572,1.50886), (1.51267,-0.50875), (-0.501005,-1.51064), (-0.502702,1.50851), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-2.3,-2.3), (1.57268,2.27492), (-1.43825,0.512369), (1.50509,0.486615), (0.513572,1.50886), (1.51267,-0.50875), (-0.501005,-1.51064), (-0.502702,1.50851), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.32665,-1.42758), (-0.44871,-1.37331), (-1.53775,-0.446967), (1.6193,1.5325), (1.50509,0.486615), (0.513572,1.50886), (1.51267,-0.50875), (-0.501005,-1.51064), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.35465,-1.59282), (-2.28858,-1.56655), (0.583763,-1.61111), (-0.487156,-1.4571), (-1.52851,-0.510568), (1.50509,0.486615), (0.513572,1.50886), (1.51267,-0.50875), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-2.29678,-1.6215), (-2.29297,-1.48698), (-1.48599,0.572803), (-0.487156,-1.4571), (0.47154,-1.53803), (-1.52851,-0.510568), (1.50509,0.486615), (1.51267,-0.50875), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-2.29678,-1.6215), (-2.29297,-1.48698), (-1.48372,0.540938), (0.509687,-1.5416), (-0.493394,-1.47521), (1.50509,0.486615), (-1.5146,-0.506205), (1.50737,-0.500663), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.53918,-0.666218), (-2.29678,-1.6215), (-2.29297,-1.48698), (-1.48605,0.475114), (-0.493394,-1.47521), (0.520633,-1.51689), (1.51148,0.493496), (1.50737,-0.500663), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-2.2816,1.55184), (-0.438911,1.60803), (-2.29297,-1.48698), (-1.54139,-0.603386), (-0.493394,-1.47521), (-1.50629,0.470257), (0.520633,-1.51689), (1.50921,0.496689), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-2.29297,-1.48698), (-0.515429,0.473928), (-1.50348,-0.594305), (1.45353,1.6109), (-1.50629,0.470257), (-0.496716,-1.47752), (0.517789,-1.49945), (-1.41025,1.54104), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.449295,-0.604715), (-2.29297,-1.48698), (0.39284,-1.49468), (-0.511234,0.486568), (-1.50059,-0.560828), (-1.4928,0.487279), (0.512414,-1.50541), (-0.502094,-1.50293), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-2.3,-2.3), (-0.445015,-0.43055), (-1.57017,-1.35564), (-0.511234,0.486568), (-2.29969,-1.52333), (-1.51984,-0.515296), (0.512414,-1.50541), (-0.502094,-1.50293), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.50362,-2.28331), (-1.56749,-1.34602), (-0.511234,0.486568), (-2.29969,-1.52333), (1.45087,-0.46662), (-1.51984,-0.515296), (0.512414,-1.50541), (-0.502094,-1.50293), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.3421,-1.40662), (-2.29623,-1.39057), (-0.493924,-2.28805), (-2.29969,-1.52333), (1.48405,0.413342), (-1.55188,-0.498488), (0.512414,-1.50541), (-0.502094,-1.50293), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.469052,-1.38506), (-1.44942,-2.29698), (-2.29969,-1.52333), (1.48039,0.450089), (-1.5497,-0.490463), (-1.59752,-1.55946), (0.512414,-1.50541), (-0.502094,-1.50293), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.389851,-1.58688), (-0.377705,-1.53979), (-0.521516,-1.39701), (-2.29969,-1.52333), (1.47718,0.457242), (-1.54753,-0.494908), (0.512414,-1.50541), (-1.60511,-1.52073), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.576611,-2.2589), (-1.61596,0.673986), (0.547005,-0.404837), (0.425479,-1.42267), (-0.391933,-1.48513), (-0.521516,-1.39701), (1.47718,0.457242), (0.505107,-1.50258), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.495687,0.625734), (-2.29439,0.475226), (0.57434,-0.456419), (0.585471,-1.59539), (-0.503337,-1.44788), (1.46272,0.500549), (-1.61866,1.49062), (0.505107,-1.50258), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.441503,-2.28335), (0.339101,1.54567), (0.443524,0.468869), (0.543475,-0.460139), (-1.62071,-1.42507), (-0.487223,-1.45283), (0.490021,-1.55088), (1.47405,0.47636), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.404134,-1.57536), (-0.541233,0.491328), (0.516036,-0.467821), (-1.62281,-1.48014), (-0.45513,-1.4856), (0.49823,1.55747), (0.517052,-1.52069), (1.51998,0.503048), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.48661,-1.33989), (-0.541233,0.491328), (0.516036,-0.467821), (-0.45513,-1.4856), (0.49823,1.55747), (0.51501,-1.51086), (1.51998,0.503048), (-1.60648,-1.48637), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(1.40102,-0.328065), (-1.48661,-1.33989), (-0.570306,1.59324), (0.512273,-0.499456), (-1.5174,-0.583857), (0.49823,1.55747), (-0.483482,-1.47854), (1.51998,0.503048), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(1.4071,-0.448314), (0.512273,-0.499456), (-1.47623,0.579962), (-1.5174,-0.583857), (-0.561441,1.46394), (-0.483482,-1.47854), (0.481779,1.51527), (1.50927,0.505763), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.32955,0.527381), (0.512273,-0.499456), (1.42642,-0.45315), (-0.547097,1.47708), (-1.52376,-0.481317), (0.485741,1.51826), (-0.504841,-1.49124), (1.50927,0.505763), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.59995,1.64137), (-0.613297,-1.54165), (0.502833,-0.508849), (-1.56222,-1.37565), (1.45797,-0.446089), (-1.49448,1.39916), (-1.52376,-0.481317), (-0.504841,-1.49124), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.450758,0.479163), (-1.35292,-1.53504), (0.497977,-0.503082), (-1.51316,-1.37955), (-1.50718,1.63751), (-0.524691,-1.56159), (-1.49448,1.39916), (-1.52376,-0.481317), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.35292,-1.53504), (-2.29656,-1.49951), (-1.42038,-0.506812), (-1.51316,-1.37955), (-1.41182,-1.45261), (-1.49229,1.40143), (-0.529908,-1.49558), (-1.52376,-0.481317), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-2.2846,-1.40795), (-1.57461,-2.29289), (0.409513,-1.59516), (-1.38708,-1.41292), (-1.36728,-1.54119), (-0.481157,-1.49341), (-1.50961,-0.527859), (-1.60826,-1.48072), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.557867,-1.67706), (-2.29455,0.481107), (-1.437,-2.29571), (-1.51821,0.631517), (-1.40359,-0.488402), (0.505776,-1.5896), (-0.481157,-1.49341), (-1.50961,-0.527859), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.57292,-2.28634), (-2.29562,-1.43675), (-1.40359,-0.488402), (-1.57312,0.561631), (0.514917,-1.45278), (-1.61893,-1.51392), (-0.509079,-1.48581), (-1.50497,-0.522267), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(1.51374,-2.22728), (0.368946,0.569196), (-1.57292,-2.28634), (-1.40359,-0.488402), (-1.55188,0.544478), (0.514917,-1.45278), (-0.495962,-1.50568), (-1.50278,-0.503528), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.3077,-0.476773), (0.595886,0.547357), (-1.67884,-1.54394), (-1.51831,-2.29674), (1.58262,-0.491265), (-1.49444,0.551969), (-0.495962,-1.50568), (-1.50278,-0.503528), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-2.3,-2.3), (0.461062,1.33795), (0.447136,0.567448), (-1.51831,-2.29674), (1.58262,-0.491265), (-1.49444,0.551969), (-0.495962,-1.50568), (-1.50278,-0.503528), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.46816,1.35144), (-0.557866,-2.29715), (-2.26984,-1.51135), (0.468111,-1.58277), (1.57219,0.517668), (-1.51625,0.496912), (-0.495962,-1.50568), (-1.50278,-0.503528), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.647651,-1.55235), (-2.26984,-1.51135), (1.43426,-0.38063), (0.465097,1.39129), (0.494351,-1.57735), (1.48461,0.530229), (-1.51625,0.496912), (-1.50278,-0.503528), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.485026,-1.36685), (-2.27201,-1.5083), (-1.37916,0.451482), (0.526615,-0.494457), (0.555262,-1.54499), (0.546488,1.50462), (1.48461,0.530229), (-1.51625,0.496912), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.476241,-0.604541), (0.485026,-1.36685), (-1.54248,-2.29739), (0.526615,-0.494457), (0.555262,-1.54499), (0.546488,1.50462), (1.48461,0.530229), (-1.51625,0.496912), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.3539,-1.51904), (-1.54248,-2.29739), (0.524002,-0.490652), (-1.57077,1.62225), (1.61716,-1.48615), (1.47884,0.501356), (0.513325,1.52441), (-1.51625,0.496912), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(1.3672,-1.65031), (-1.60119,-0.64427), (-2.29699,-0.461455), (-1.54248,-2.29739), (-0.435013,-1.51972), (-1.38515,-1.49587), (1.47884,0.501356), (0.513325,1.52441), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.538548,-1.37681), (-1.39096,-0.457109), (1.53617,-1.6224), (0.507336,-1.55527), (-1.40022,-1.50585), (-0.491358,-1.52883), (0.518955,1.50748), (1.49442,0.49899), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.628176,-1.51434), (-1.54517,-1.64667), (0.507336,-1.55527), (1.49657,-1.61971), (-1.40022,-1.50585), (-0.491358,-1.52883), (0.518955,1.50748), (1.49442,0.49899), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-2.3,-2.3), (-0.489316,0.375782), (-2.29608,1.40925), (-1.5156,-0.357221), (-0.622406,-1.528), (0.507336,-1.55527), (-0.491358,-1.52883), (0.518955,1.50748), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-2.2756,1.48718), (-0.465878,-0.421177), (-1.5097,-0.368044), (1.63343,-1.52427), (-1.54007,0.550601), (0.507336,-1.55527), (0.518955,1.50748), (-0.495398,-1.50923), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.45088,-1.29632), (0.512144,-2.29084), (-1.62332,-1.65114), (-2.27794,1.50005), (-1.45337,-0.439852), (-1.5122,-0.541497), (0.505284,-1.48692), (0.518955,1.50748), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(1.453,-2.25844), (0.512144,-2.29084), (-2.27794,1.50005), (-1.63579,-1.55611), (-1.44857,-1.39191), (-1.51015,-0.530234), (0.505284,-1.48692), (0.495374,1.51369), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.460796,-2.26052), (-1.39051,-1.329), (1.44156,-2.26579), (0.501707,-2.29401), (-1.64765,1.50352), (-0.551729,-1.50331), (-1.51298,-0.526941), (0.495374,1.51369), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.46794,-2.27834), (-1.39997,-1.38883), (-0.55224,-0.483439), (1.48926,-2.29314), (0.508558,-1.55649), (-0.472861,-1.50565), (-1.51298,-0.526941), (0.495374,1.51369), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.46243,-2.29601), (-0.533461,-0.480313), (1.48091,-2.29641), (-1.42084,-1.40122), (0.498648,-1.47613), (-0.472861,-1.50565), (-1.51643,-0.52183), (0.495374,1.51369), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.46243,-2.29601), (0.506477,-1.61869), (1.43871,-1.63699), (-1.46949,-1.39404), (0.498648,-1.47613), (-0.472861,-1.50565), (-1.51643,-0.52183), (0.495374,1.51369), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.476519,-2.29487), (-1.46243,-2.29601), (0.503919,-1.61219), (-1.41343,0.484663), (1.56029,-1.63094), (0.510562,-1.48016), (0.495374,1.51369), (-1.45928,-1.41771), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(1.44853,-2.27717), (0.565159,-0.43784), (-1.46476,-2.28201), (-1.40223,-0.432012), (0.477074,-1.60232), (0.510562,-1.48016), (-1.49198,0.489931), (0.495374,1.51369), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(1.53974,-2.27996), (-0.492477,-1.62684), (-1.47656,-2.29111), (0.519123,0.500793), (0.553076,-1.53181), (-1.47996,-0.463461), (0.495374,1.51369), (-1.50544,0.50596), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.492477,-1.62684), (1.61868,-0.480537), (0.515591,0.505068), (0.553076,-1.53181), (-1.50806,-0.484292), (-1.6041,-1.54745), (0.495374,1.51369), (-1.50544,0.50596), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.63068,-1.66404), (-0.510786,-1.62214), (1.60845,-0.543173), (1.58969,0.502951), (0.553076,-1.53181), (-1.50806,-0.484292), (0.495374,1.51369), (-1.50544,0.50596), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-2.29704,0.60447), (-1.33759,0.517557), (0.52,-2.29471), (-1.62703,-1.52252), (1.50944,0.445288), (0.553076,-1.53181), (-1.50806,-0.484292), (0.495374,1.51369), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.57676,-0.619468), (-1.50752,-1.33406), (-0.451757,-1.50753), (0.523568,-1.54916), (1.52523,0.543587), (0.495374,1.51369), (-1.50284,-0.503881), (-1.61092,-1.50946), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.436081,-0.53288), (-1.38671,-0.506549), (-0.529551,-0.507761), (-1.50342,-1.38792), (1.52523,0.543587), (1.60989,-1.54332), (0.495374,1.51369), (-1.50613,-0.499888), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.49136,-2.27583), (0.58216,0.479174), (0.527651,-0.537453), (-0.496195,-0.494718), (0.494608,-1.46156), (1.52523,0.543587), (0.495374,1.51369), (-1.50613,-0.499888), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.507377,-0.52196), (-0.501047,-0.509148), (0.47233,-1.58807), (-1.57331,0.450621), (0.494608,-1.46156), (1.51658,0.461982), (0.495374,1.51369), (-1.50613,-0.499888), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-2.2944,-0.535009), (0.503083,-0.502012), (1.41364,-0.490471), (-1.52389,0.432747), (0.476025,-1.53259), (1.53455,0.506739), (0.495374,1.51369), (-1.50613,-0.499888), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.503083,-0.502012), (-1.41363,-1.61108), (1.43342,-0.498424), (-1.52389,0.432747), (0.471401,-1.50831), (1.53455,0.506739), (0.495374,1.51369), (-1.50613,-0.499888), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.503083,-0.502012), (-1.41363,-1.61108), (-1.52389,0.432747), (1.53455,0.506739), (1.48496,-0.491113), (0.489552,-1.51578), (0.495374,1.51369), (-1.50841,-0.503332), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-0.588012,-1.62355), (0.503083,-0.502012), (-1.53685,0.538793), (1.53455,0.506739), (1.48496,-0.491113), (0.489552,-1.51578), (-1.41119,-1.54398), (-1.50841,-0.503332), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.30712,-1.42425), (-2.257,1.54409), (-0.428127,-0.573424), (-0.578734,-1.48044), (-1.53685,0.538793), (1.48496,-0.491113), (0.489552,-1.51578), (-1.50841,-0.503332), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(0.487238,-1.34916), (-2.29245,1.55714), (1.59765,-0.576051), (-1.53685,0.538793), (1.48496,-0.491113), (-0.526898,-1.50895), (0.489552,-1.51578), (-1.50841,-0.503332), (1.50875,-1.50968), (-1.50575,-1.50871), (-1.50841,1.50758), (1.5079,1.50822);
(-1.31854,-1.47866), (-2.29245,1.55714), (-2.2962,-1.56559), (0.586128,-1.583), (0.494591,-1.51329), (1.50168,-0.499024), (-0.503791,-1.50657), (-1.50841,-0.503332), (-1.50575,-1.50871), (1.506,-1.50675), (-1.50841,1.50758), (1.5079,1.50822);
(-1.3535,-1.62159), (-2.2962,-1.56559), (-2.29887,1.5334), (1.53364,-1.61774), (1.50168,-0.499024), (0.496697,-1.50738), (-0.503791,-1.50657), (-1.50841,-0.503332), (-1.50575,-1.50871), (1.506,-1.50675), (-1.50841,1.50758), (1.5079,1.50822);
(-2.24829,-1.41062), (-1.34305,-2.29575), (-1.45047,-1.29127), (0.366355,-1.58778), (-0.555203,0.437249), (-1.3489,-1.53645), (-2.2962,-1.56559), (-0.503791,-1.50657), (-1.50575,-1.50871), (1.506,-1.50675), (-1.50841,1.50758), (1.5079,1.50822);
(-0.356298,0.579772), (-1.34305,-2.29575), (-1.37271,0.597848), (0.366355,-1.58778), (-1.36085,1.40097), (-2.29923,-1.55503), (-1.43766,-1.38794), (-0.503791,-1.50657), (-1.50575,-1.50871), (1.506,-1.50675), (-1.50841,1.50758), (1.5079,1.50822);
(-0.5353,-1.3575), (-1.36085,1.40097), (-0.380905,-1.54202), (1.5522,-2.29525), (-2.29664,-1.4744), (-1.47051,0.577418), (-1.52858,-1.39184), (-0.503791,-1.50657), (-1.50575,-1.50871), (1.506,-1.50675), (-1.50841,1.50758), (1.5079,1.50822);
(-2.29508,0.592749), (-0.5353,-1.3575), (-0.380905,-1.54202), (-1.36762,1.42859), (-2.29664,-1.4744), (1.55579,-0.43069), (-1.47626,-0.530199), (-1.50712,-1.40057), (-1.50575,-1.50871), (1.506,-1.50675), (-1.50841,1.50758), (1.5079,1.50822);
(0.512602,-1.33195), (-2.28806,0.438059), (-2.29664,-1.4744), (1.55579,-0.43069), (-1.41622,1.42574), (-1.5411,0.472482), (-0.524728,-1.4701), (-1.53459,-0.532436), (-1.50575,-1.50871), (1.506,-1.50675), (-1.50841,1.50758), (1.5079,1.50822);
(-1.53869,-0.364038), (0.466808,-0.428926), (-2.29664,-1.4744), (1.55369,-0.465919), (-1.5411,0.472482), (-0.524728,-1.4701), (-1.51514,-0.526085), (-1.41379,1.46602), (-1.50575,-1.50871), (1.50842,-1.50873), (-1.50841,1.50758), (1.5079,1.50822);
